timestamp_s,frame,class,x1,y1,x2,y2,confidence
8.233,247,bus,318,288,698,495,0.721
8.233,247,person,1205,459,1335,707,0.496
8.233,247,truck,300,300,639,494,0.448
8.233,247,person,967,415,1030,566,0.421
8.267,248,bus,323,289,683,496,0.558
8.267,248,person,1207,456,1334,707,0.549
8.267,248,truck,309,300,644,494,0.514
8.267,248,person,971,415,1031,567,0.454
8.3,249,truck,310,301,629,491,0.597
8.3,249,person,1210,454,1336,709,0.557
8.3,249,person,971,416,1029,566,0.479
8.3,249,bus,326,291,711,495,0.454
8.333,250,truck,317,292,667,496,0.684
8.333,250,person,972,420,1030,565,0.482
8.333,250,person,1213,455,1333,711,0.434
8.333,250,bus,327,288,718,495,0.405
8.367,251,truck,355,292,726,496,0.582
8.367,251,person,970,421,1029,567,0.465
8.367,251,person,694,471,813,706,0.42
8.4,252,truck,363,287,755,494,0.729
8.4,252,person,969,425,1026,567,0.42
8.433,253,truck,389,287,736,492,0.681
8.433,253,person,964,419,1025,566,0.424
8.433,253,person,720,453,780,600,0.421
8.467,254,truck,375,289,742,492,0.743
8.467,254,person,957,425,1014,569,0.427
8.5,255,truck,382,286,757,490,0.74
8.5,255,person,714,463,770,606,0.409
8.5,255,person,959,443,1016,569,0.405
8.533,256,truck,395,288,857,488,0.829
8.533,256,truck,399,288,650,483,0.471
8.533,256,person,959,432,1018,566,0.435
8.567,257,truck,405,291,846,487,0.812
8.567,257,truck,396,291,650,483,0.516
8.567,257,person,953,425,1014,561,0.43
8.6,258,truck,391,290,832,487,0.697
8.6,258,truck,373,302,654,485,0.509
8.633,259,truck,393,357,635,476,0.6
8.633,259,truck,396,296,824,485,0.537
8.633,259,person,703,474,759,610,0.416
8.667,260,truck,407,298,826,485,0.538
8.667,260,truck,392,361,634,475,0.522
8.7,261,truck,405,366,643,474,0.417
8.733,262,truck,429,292,882,480,0.435
8.767,263,person,693,457,751,600,0.471
8.767,263,truck,449,295,876,476,0.455
8.8,264,person,703,460,762,602,0.494
8.867,266,person,703,450,760,599,0.455
8.867,266,truck,483,295,861,473,0.432
8.9,267,truck,472,296,878,468,0.665
8.9,267,person,705,458,766,602,0.48
8.933,268,truck,473,294,880,468,0.588
8.967,269,truck,497,295,876,466,0.631
8.967,269,person,823,434,929,687,0.474
9.0,270,truck,495,297,869,463,0.461
9.0,270,person,828,437,929,691,0.436
9.033,271,person,832,437,934,691,0.573
9.033,271,truck,504,297,878,459,0.498
9.067,272,person,846,438,946,689,0.455
9.067,272,car,0,417,198,545,0.404
9.1,273,car,0,403,207,550,0.516
9.1,273,person,846,440,947,688,0.467
9.133,274,car,0,416,225,547,0.658
9.133,274,person,852,434,950,689,0.419
9.167,275,car,0,410,232,546,0.793
9.167,275,person,851,434,960,692,0.512
9.167,275,person,1013,445,1076,580,0.401
9.2,276,car,0,413,245,546,0.935
9.2,276,person,723,461,782,595,0.468
9.2,276,person,1225,420,1336,638,0.419
9.233,277,car,2,408,259,544,0.941
9.233,277,person,723,461,780,597,0.474
9.267,278,car,2,409,269,544,0.962
9.3,279,car,1,412,278,538,0.952
9.3,279,person,855,438,969,683,0.403
9.333,280,car,0,413,301,536,0.955
9.367,281,car,0,411,320,534,0.963
9.367,281,person,721,464,785,595,0.405
9.4,282,car,0,410,315,531,0.931
9.4,282,person,723,455,788,593,0.466
9.433,283,car,0,407,337,525,0.952
9.433,283,person,889,432,950,580,0.516
9.433,283,person,1013,444,1074,577,0.402
9.467,284,car,11,404,347,522,0.972
9.467,284,person,879,434,943,582,0.462
9.467,284,person,729,464,793,592,0.426
9.5,285,car,29,402,351,517,0.967
9.5,285,person,728,458,793,589,0.416
9.533,286,car,42,403,361,515,0.965
9.533,286,person,929,458,984,605,0.475
9.533,286,person,888,443,942,574,0.457
9.533,286,person,728,461,792,587,0.451
9.567,287,car,51,398,382,511,0.967
9.567,287,person,728,458,792,587,0.519
9.567,287,person,902,445,992,664,0.48
9.567,287,person,927,457,981,603,0.446
9.567,287,person,886,445,943,571,0.413
9.6,288,car,68,402,387,508,0.956
9.6,288,person,726,465,789,586,0.527
9.6,288,person,935,458,986,603,0.501
9.6,288,person,888,445,945,571,0.433
9.6,288,person,916,451,991,664,0.409
9.6,288,person,1006,453,1065,593,0.405
9.633,289,car,96,400,398,508,0.959
9.633,289,person,729,455,792,583,0.521
9.633,289,person,911,444,1008,669,0.445
9.633,289,person,938,457,995,602,0.438
9.633,289,person,1161,481,1220,605,0.404
9.633,289,person,1008,446,1071,585,0.401
9.667,290,car,94,398,404,509,0.967
9.667,290,person,725,453,791,580,0.489
9.667,290,person,921,450,1026,675,0.481
9.667,290,person,949,458,1007,598,0.466
9.667,290,person,1166,483,1224,607,0.412
9.7,291,car,116,394,409,507,0.962
9.7,291,person,738,454,797,580,0.549
9.7,291,person,919,441,1033,678,0.499
9.7,291,person,951,460,1011,607,0.425
9.733,292,car,123,396,421,502,0.954
9.733,292,person,737,453,796,583,0.559
9.733,292,person,921,436,1035,676,0.453
9.733,292,person,864,437,917,572,0.411
9.767,293,car,131,394,424,497,0.944
9.767,293,person,741,451,797,579,0.519
9.767,293,person,864,439,924,583,0.469
9.767,293,person,775,455,823,569,0.407
9.8,294,car,149,395,426,497,0.918
9.8,294,person,741,451,798,577,0.52
9.8,294,person,860,435,922,584,0.49
9.833,295,car,170,397,446,495,0.793
9.833,295,person,739,447,797,580,0.561
9.833,295,person,776,454,824,574,0.454
9.833,295,person,859,436,921,583,0.414
9.867,296,car,196,399,463,490,0.755
9.867,296,person,738,446,794,572,0.545
9.867,296,person,855,437,918,582,0.481
9.867,296,person,780,453,829,570,0.471
9.9,297,car,197,395,463,492,0.771
9.9,297,person,860,436,921,583,0.535
9.9,297,person,786,458,833,574,0.452
9.9,297,person,735,449,789,565,0.45
9.933,298,car,208,394,468,490,0.787
9.933,298,person,853,441,913,585,0.527
9.933,298,person,795,457,843,579,0.484
9.933,298,person,732,452,784,563,0.415
9.967,299,car,213,397,473,489,0.699
9.967,299,person,847,434,905,577,0.459
9.967,299,person,796,455,847,578,0.437
9.967,299,person,724,448,777,561,0.41
10.0,300,car,220,395,479,490,0.706
10.0,300,person,846,442,905,582,0.525
10.0,300,person,798,456,845,574,0.439
10.033,301,car,231,392,488,486,0.592
10.033,301,person,848,441,902,583,0.423
10.067,302,person,844,444,899,591,0.461
10.067,302,person,805,453,859,583,0.446
10.067,302,car,243,400,510,487,0.444
10.1,303,person,1013,454,1080,603,0.449
10.1,303,person,846,438,899,587,0.443
10.1,303,person,800,451,854,582,0.438
10.133,304,person,1018,450,1083,603,0.502
10.133,304,person,799,455,851,581,0.443
10.133,304,person,845,441,894,582,0.424
10.167,305,person,1015,460,1082,605,0.469
10.2,306,person,1015,463,1082,608,0.51
10.233,307,person,857,444,908,591,0.474
10.233,307,person,1017,459,1081,596,0.469
10.267,308,person,848,446,900,604,0.553
10.267,308,person,811,454,863,596,0.551
10.267,308,person,1025,463,1087,604,0.475
10.3,309,person,808,448,863,601,0.63
10.3,309,person,1028,457,1095,612,0.601
10.3,309,person,843,445,898,605,0.513
10.333,310,person,807,452,864,600,0.645
10.333,310,person,1025,461,1095,613,0.627
10.333,310,person,846,451,900,604,0.532
10.367,311,person,1025,460,1098,619,0.689
10.367,311,person,811,461,870,602,0.539
10.367,311,person,843,454,897,606,0.485
10.4,312,person,1026,456,1100,621,0.667
10.4,312,person,807,456,863,599,0.519
10.4,312,person,848,450,901,599,0.469
10.433,313,person,1025,462,1099,621,0.523
10.433,313,person,807,460,863,596,0.455
10.433,313,person,844,451,900,594,0.411
10.467,314,person,810,449,860,592,0.58
10.467,314,person,1022,454,1099,619,0.452
10.467,314,person,841,443,894,590,0.426
10.5,315,person,813,443,868,594,0.582
10.5,315,person,841,444,896,588,0.413
10.533,316,person,809,446,862,590,0.597
10.533,316,person,1022,457,1098,622,0.462
10.533,316,person,3,486,127,713,0.425
10.533,316,person,847,445,900,584,0.422
10.567,317,person,809,445,862,589,0.566
10.567,317,person,840,440,889,581,0.42
10.6,318,person,811,446,870,590,0.528
10.633,319,person,807,445,869,594,0.534
10.633,319,person,1196,451,1252,605,0.43
10.633,319,person,3,474,131,711,0.419
10.667,320,person,807,443,869,595,0.508
10.667,320,person,1196,468,1249,611,0.421
10.667,320,person,2,473,128,713,0.4
10.7,321,person,800,440,872,609,0.686
10.7,321,person,1187,470,1241,610,0.438
10.7,321,person,1078,458,1139,621,0.401
10.733,322,person,793,427,876,625,0.755
10.733,322,person,1082,451,1148,631,0.416
10.733,322,person,1175,467,1231,614,0.405
10.767,323,person,795,434,874,615,0.758
10.767,323,person,1084,455,1150,637,0.426
10.8,324,person,788,433,876,620,0.756
10.8,324,person,1088,454,1152,634,0.445
10.833,325,person,779,429,873,632,0.736
10.833,325,person,1179,465,1234,618,0.408
10.867,326,person,783,436,860,618,0.562
10.9,327,person,786,436,863,618,0.579
10.933,328,person,783,431,867,620,0.602
10.933,328,person,1165,468,1219,624,0.429
10.967,329,person,783,438,854,612,0.531
10.967,329,person,1161,462,1212,620,0.426
11.0,330,car,0,412,224,525,0.536
11.0,330,person,1166,469,1215,614,0.441
11.0,330,person,781,449,845,598,0.423
11.033,331,car,0,413,232,524,0.731
11.033,331,person,1163,464,1210,609,0.451
11.033,331,person,780,448,842,593,0.449
11.067,332,car,0,411,254,524,0.869
11.067,332,person,1164,473,1210,606,0.427
11.1,333,car,0,414,269,524,0.829
11.1,333,person,783,444,839,595,0.452
11.1,333,person,1158,467,1206,607,0.401
11.133,334,car,0,409,274,521,0.908
11.133,334,person,1162,467,1210,602,0.456
11.133,334,person,780,447,838,591,0.431
11.167,335,car,0,411,284,520,0.894
11.167,335,person,782,446,842,590,0.474
11.167,335,person,1157,462,1208,610,0.435
11.2,336,car,0,405,305,518,0.926
11.2,336,person,1169,463,1220,613,0.463
11.2,336,person,783,451,841,590,0.442
11.233,337,car,0,406,311,513,0.862
11.233,337,person,1168,459,1220,618,0.58
11.233,337,person,783,446,842,593,0.442
11.267,338,car,2,404,325,513,0.919
11.267,338,person,1161,458,1215,620,0.536
11.267,338,person,785,448,850,597,0.418
11.267,338,person,492,427,563,602,0.4
11.3,339,car,5,403,339,513,0.942
11.3,339,person,1161,459,1216,620,0.608
11.3,339,person,782,449,844,598,0.444
11.333,340,car,29,400,348,512,0.953
11.333,340,person,1160,456,1214,620,0.609
11.367,341,car,43,398,349,511,0.943
11.367,341,person,1160,463,1213,620,0.573
11.367,341,person,779,455,836,597,0.413
11.4,342,car,45,399,360,510,0.935
11.4,342,person,1162,460,1215,617,0.642
11.433,343,car,58,401,366,508,0.941
11.433,343,person,1159,457,1216,621,0.615
11.433,343,person,486,451,558,608,0.418
11.467,344,car,82,399,389,506,0.936
11.467,344,person,1159,462,1214,617,0.544
11.467,344,person,488,454,556,604,0.432
11.5,345,car,107,399,395,504,0.908
11.5,345,person,1162,461,1216,616,0.536
11.5,345,person,485,447,554,610,0.426
11.533,346,car,93,392,409,507,0.898
11.533,346,person,1158,455,1219,628,0.595
11.533,346,car,188,408,365,492,0.544
11.533,346,car,2,461,228,604,0.42
11.567,347,car,126,397,411,507,0.856
11.567,347,person,1158,452,1222,633,0.589
11.567,347,car,3,460,240,602,0.527
11.6,348,car,134,398,411,503,0.888
11.6,348,person,1156,448,1225,635,0.641
11.6,348,car,4,455,252,603,0.574
11.6,348,person,720,462,768,608,0.406
11.633,349,car,0,447,261,604,0.781
11.633,349,car,151,393,416,501,0.772
11.633,349,person,1158,454,1234,638,0.589
11.633,349,person,716,456,767,614,0.431
11.667,350,car,2,447,270,607,0.87
11.667,350,person,1165,461,1238,634,0.543
11.667,350,car,164,397,419,503,0.475
11.667,350,person,712,461,766,612,0.449
11.7,351,car,0,444,279,607,0.948
11.7,351,person,1169,451,1243,634,0.639
11.7,351,car,178,398,446,498,0.619
11.7,351,person,472,458,538,613,0.412
11.7,351,person,711,454,766,609,0.411
11.733,352,car,0,444,283,605,0.966
11.733,352,car,191,403,457,495,0.652
11.733,352,person,1168,460,1240,639,0.546
11.733,352,person,471,460,531,614,0.491
11.733,352,person,711,462,770,619,0.45
11.767,353,car,2,446,306,606,0.967
11.767,353,car,196,401,463,496,0.699
11.767,353,person,1171,460,1247,634,0.613
11.767,353,person,466,455,528,615,0.505
11.8,354,car,3,442,313,603,0.96
11.8,354,car,199,398,476,497,0.774
11.8,354,person,468,454,531,616,0.552
11.8,354,person,1177,472,1252,631,0.504
11.833,355,car,3,443,319,606,0.967
11.833,355,car,214,399,479,497,0.812
11.833,355,person,1178,458,1252,628,0.599
11.833,355,person,466,463,528,614,0.493
11.867,356,car,5,445,312,602,0.946
11.867,356,car,225,400,494,494,0.799
11.867,356,person,1175,452,1257,643,0.652
11.867,356,person,462,449,525,611,0.48
11.867,356,person,682,426,775,648,0.447
11.9,357,car,6,444,317,600,0.942
11.9,357,car,240,404,497,492,0.74
11.9,357,person,1180,453,1256,638,0.655
11.9,357,person,462,452,526,613,0.445
11.933,358,car,4,444,321,599,0.93
11.933,358,car,253,408,506,488,0.666
11.933,358,person,1182,451,1259,629,0.647
11.967,359,car,8,444,331,599,0.944
11.967,359,car,297,413,493,483,0.647
11.967,359,person,1186,463,1259,621,0.506
12.0,360,car,2,445,332,598,0.941
12.0,360,car,299,410,511,482,0.567
12.0,360,person,1185,463,1255,615,0.444
12.0,360,person,462,446,528,616,0.409
12.033,361,car,0,445,341,599,0.963
12.033,361,car,319,412,512,481,0.599
12.033,361,person,1191,458,1259,608,0.442
12.033,361,person,458,459,526,614,0.424
12.067,362,car,0,443,353,600,0.966
12.067,362,person,467,465,533,614,0.42
12.067,362,car,337,412,481,479,0.419
12.1,363,car,0,441,353,602,0.969
12.1,363,person,1227,420,1321,637,0.51
12.1,363,person,465,460,534,614,0.483
12.133,364,car,3,442,356,601,0.969
12.133,364,person,1232,420,1323,637,0.534
12.133,364,person,477,474,541,610,0.449
12.167,365,car,1,445,362,600,0.979
12.167,365,person,1236,422,1322,638,0.578
12.167,365,person,474,473,539,601,0.461
12.2,366,car,0,443,366,605,0.972
12.2,366,person,1240,429,1328,638,0.609
12.233,367,car,7,445,368,605,0.967
12.233,367,person,1237,423,1330,638,0.575
12.267,368,car,9,444,371,607,0.947
12.267,368,person,1232,425,1332,637,0.576
12.3,369,car,9,441,375,607,0.937
12.3,369,person,1231,420,1331,636,0.672
12.333,370,car,13,439,379,610,0.901
12.333,370,person,1230,417,1331,632,0.612
12.367,371,car,13,439,385,617,0.948
12.367,371,person,1233,417,1334,634,0.706
12.4,372,car,7,433,392,616,0.962
12.4,372,person,1239,414,1333,634,0.636
12.433,373,car,6,431,398,614,0.95
12.433,373,person,1241,413,1336,635,0.606
12.467,374,car,6,431,400,615,0.963
12.467,374,person,1243,420,1339,635,0.658
12.5,375,car,13,429,405,613,0.969
12.5,375,person,1239,416,1343,636,0.566
12.5,375,person,763,470,819,594,0.432
12.533,376,car,19,429,412,611,0.955
12.533,376,person,1240,414,1341,636,0.529
12.567,377,car,20,427,423,609,0.967
12.567,377,person,1239,416,1342,637,0.547
12.6,378,car,13,428,414,609,0.963
12.6,378,person,1240,412,1341,637,0.451
12.633,379,car,18,426,432,608,0.96
12.667,380,car,18,428,434,604,0.927
12.7,381,car,15,427,414,601,0.935
12.733,382,car,23,426,408,604,0.861
12.767,383,car,24,426,403,601,0.89
12.8,384,car,35,427,395,600,0.868
12.833,385,car,31,428,399,598,0.897
12.867,386,car,32,424,391,596,0.923
12.867,386,person,718,470,776,619,0.572
12.9,387,car,38,424,386,592,0.933
12.9,387,person,714,478,774,624,0.534
12.933,388,car,37,423,389,588,0.921
12.933,388,person,710,476,766,624,0.418
12.967,389,car,40,423,379,588,0.93
12.967,389,person,717,478,776,628,0.465
13.0,390,car,55,420,381,584,0.918
13.0,390,person,719,475,778,632,0.505
13.033,391,car,67,423,379,584,0.908
13.033,391,person,719,474,782,639,0.591
13.067,392,car,69,420,389,578,0.855
13.067,392,person,713,467,775,632,0.621
13.067,392,person,295,542,411,720,0.441
13.1,393,car,70,422,390,580,0.96
13.1,393,person,719,466,778,625,0.688
13.133,394,car,74,421,391,586,0.981
13.133,394,person,718,477,774,628,0.563
13.133,394,person,274,546,404,720,0.428
13.167,395,car,71,420,393,588,0.961
13.167,395,person,717,489,775,635,0.538
13.2,396,car,76,419,396,586,0.966
13.2,396,person,718,491,774,635,0.505
13.233,397,car,77,417,395,585,0.964
13.233,397,person,709,489,768,637,0.519
13.267,398,car,81,417,400,585,0.958
13.267,398,person,711,485,770,640,0.619
13.3,399,car,82,417,416,579,0.941
13.3,399,person,714,488,775,638,0.567
13.333,400,car,87,415,428,577,0.948
13.333,400,person,711,489,773,638,0.477
13.367,401,car,95,415,457,573,0.92
13.367,401,person,710,496,771,643,0.46
13.4,402,car,102,412,430,568,0.923
13.4,402,person,709,483,770,642,0.518
13.433,403,car,106,417,458,567,0.921
13.433,403,person,706,480,764,633,0.477
13.467,404,car,118,415,463,567,0.932
13.467,404,person,222,521,370,720,0.497
13.467,404,person,714,480,771,621,0.426
13.5,405,car,122,413,456,561,0.923
13.5,405,person,219,521,365,719,0.421
13.533,406,car,123,421,463,552,0.88
13.533,406,person,212,529,360,719,0.471
13.567,407,car,133,413,467,558,0.951
13.567,407,person,710,482,766,621,0.47
13.567,407,person,768,473,827,613,0.463
13.567,407,person,212,539,332,715,0.444
13.6,408,car,140,414,475,562,0.936
13.6,408,person,209,537,338,715,0.546
13.6,408,person,761,458,822,620,0.459
13.6,408,person,715,482,769,626,0.44
13.633,409,car,139,416,483,558,0.87
13.633,409,person,204,544,314,712,0.469
13.633,409,person,761,457,820,613,0.461
13.633,409,person,722,482,776,617,0.413
13.667,410,car,146,414,476,552,0.863
13.667,410,person,195,546,308,711,0.462
13.667,410,person,760,466,821,615,0.452
13.7,411,car,153,413,472,544,0.873
13.7,411,person,184,534,309,715,0.62
13.7,411,person,762,458,820,620,0.463
13.733,412,car,154,410,477,544,0.913
13.733,412,person,763,454,819,617,0.473
13.767,413,car,152,411,474,548,0.774
13.767,413,person,766,458,826,624,0.574
13.8,414,car,149,410,477,541,0.723
13.8,414,person,45,549,186,720,0.406
13.833,415,car,157,409,466,539,0.727
13.833,415,person,43,550,181,720,0.46
13.833,415,person,863,525,1000,720,0.418
13.867,416,car,160,410,468,538,0.681
13.867,416,person,51,546,185,720,0.422
13.9,417,car,176,412,473,542,0.765
13.933,418,car,176,412,477,545,0.863
13.933,418,person,52,545,191,720,0.422
13.967,419,car,168,409,481,542,0.619
13.967,419,person,57,544,201,720,0.476
14.0,420,car,187,409,481,540,0.673
14.0,420,person,774,485,838,631,0.481
14.0,420,person,60,543,206,720,0.441
14.033,421,car,194,411,475,538,0.588
14.033,421,person,773,479,835,630,0.474
14.033,421,car,276,431,440,530,0.422
14.067,422,car,210,413,472,545,0.84
14.1,423,car,217,416,478,546,0.656
14.1,423,person,777,483,838,630,0.45
14.133,424,car,217,413,489,549,0.788
14.167,425,car,223,413,510,552,0.457
14.2,426,person,398,449,481,619,0.614
14.233,427,person,393,449,477,618,0.647
14.267,428,person,375,450,473,616,0.548
14.267,428,car,225,412,535,554,0.529
14.3,429,car,242,408,526,563,0.58
14.333,430,car,244,406,527,567,0.59
14.333,430,car,0,389,176,525,0.422
14.367,431,car,235,409,535,559,0.61
14.4,432,truck,234,407,529,555,0.438
14.433,433,car,0,388,231,553,0.544
14.433,433,car,228,406,537,554,0.528
14.467,434,car,0,382,259,558,0.692
14.467,434,car,242,405,540,551,0.587
14.467,434,person,854,538,978,718,0.411
14.5,435,car,0,389,243,543,0.649
14.5,435,car,244,404,548,542,0.591
14.5,435,person,845,537,978,720,0.506
14.533,436,car,0,387,246,544,0.692
14.533,436,car,262,408,563,538,0.569
14.533,436,person,858,543,975,716,0.42
14.567,437,car,0,387,251,541,0.832
14.567,437,car,265,407,563,542,0.67
14.567,437,person,853,544,976,720,0.474
14.567,437,truck,227,294,455,416,0.421
14.6,438,car,0,387,259,537,0.786
14.6,438,car,273,406,554,543,0.676
14.6,438,truck,223,295,443,418,0.4
14.633,439,car,287,405,565,543,0.696
14.633,439,car,0,388,261,532,0.636
14.633,439,person,845,548,983,720,0.526
14.667,440,car,292,405,557,544,0.722
14.667,440,car,0,390,286,529,0.66
14.667,440,person,451,465,579,717,0.509
14.667,440,person,853,555,983,720,0.483
14.7,441,car,297,407,568,544,0.789
14.7,441,car,0,387,317,526,0.744
14.7,441,person,458,466,589,720,0.546
14.7,441,person,496,479,624,720,0.478
14.733,442,car,0,385,321,519,0.677
14.767,443,car,0,380,327,521,0.597
14.767,443,truck,0,378,334,524,0.417
14.8,444,car,0,377,337,521,0.739
14.8,444,person,457,464,591,718,0.532
14.8,444,car,321,415,589,541,0.431
14.833,445,car,0,377,347,515,0.96
14.833,445,person,457,459,592,719,0.606
14.833,445,car,326,414,567,544,0.437
14.867,446,car,0,378,344,515,0.898
14.867,446,car,323,414,597,543,0.495
14.9,447,car,13,383,344,513,0.924
14.9,447,car,327,414,601,546,0.588
14.9,447,person,457,468,580,719,0.498
14.933,448,car,31,383,357,505,0.772
14.933,448,person,457,472,575,720,0.551
14.933,448,car,330,412,610,543,0.449
14.967,449,car,48,382,362,504,0.893
14.967,449,person,457,466,588,720,0.691
14.967,449,car,326,415,618,546,0.562
15.0,450,person,455,472,588,720,0.771
15.0,450,car,65,380,366,500,0.717
15.0,450,car,327,413,616,547,0.685
15.0,450,truck,60,383,365,502,0.41
15.033,451,car,78,381,378,497,0.852
15.033,451,car,336,413,629,542,0.709
15.033,451,person,457,476,580,720,0.706
15.067,452,car,99,382,381,496,0.807
15.067,452,car,334,411,626,544,0.699
15.067,452,person,454,481,579,720,0.692
15.1,453,car,113,386,389,497,0.679
15.1,453,car,329,414,634,547,0.632
15.1,453,person,452,480,567,718,0.589
15.133,454,car,103,381,390,498,0.662
15.133,454,car,333,414,622,543,0.506
15.133,454,person,454,486,565,718,0.499
15.167,455,car,328,412,632,547,0.579
15.167,455,car,122,383,400,499,0.509
15.167,455,truck,124,371,397,492,0.479
15.167,455,person,454,476,563,715,0.458
15.167,455,truck,124,294,387,465,0.412
15.2,456,car,361,414,628,542,0.682
15.2,456,car,126,384,406,500,0.654
15.2,456,person,450,470,559,712,0.576
15.233,457,person,451,461,571,712,0.739
15.233,457,car,368,412,630,542,0.734
15.233,457,car,133,383,417,496,0.536
15.233,457,person,616,483,722,709,0.405
15.267,458,person,450,479,570,714,0.692
15.267,458,car,381,414,652,545,0.553
15.267,458,car,149,383,417,494,0.451
15.3,459,person,447,486,558,715,0.608
15.3,459,car,382,413,662,545,0.517
15.333,460,person,448,475,559,715,0.599
15.333,460,car,397,408,686,545,0.532
15.367,461,person,449,478,559,716,0.526
15.367,461,car,398,412,746,548,0.449
15.4,462,truck,99,287,361,436,0.524
15.433,463,truck,97,290,343,431,0.543
15.467,464,truck,32,290,336,449,0.776
15.467,464,person,395,504,504,719,0.435
15.467,464,person,225,555,328,708,0.402
15.5,465,truck,56,291,330,447,0.778
15.5,465,person,392,496,505,720,0.474
15.533,466,truck,39,289,329,450,0.808
15.533,466,person,387,497,497,720,0.513
15.567,467,truck,31,288,318,453,0.865
15.567,467,person,386,490,495,720,0.646
15.567,467,person,194,496,336,711,0.537
15.567,467,car,438,406,787,555,0.477
15.567,467,person,677,495,771,708,0.429
15.6,468,truck,23,291,305,453,0.858
15.6,468,person,379,500,492,720,0.687
15.6,468,person,199,517,338,716,0.465
15.6,468,car,448,403,847,559,0.402
15.633,469,truck,21,286,304,457,0.88
15.633,469,person,378,502,490,720,0.651
15.667,470,truck,23,287,296,454,0.864
15.667,470,person,377,498,485,718,0.634
15.667,470,person,194,506,337,716,0.444
15.667,470,car,450,400,844,554,0.409
15.7,471,truck,13,291,295,456,0.88
15.7,471,person,372,509,487,718,0.549
15.733,472,truck,10,290,295,456,0.854
15.733,472,person,369,500,487,720,0.617
15.733,472,car,469,408,775,551,0.426
15.767,473,truck,14,287,283,456,0.901
15.767,473,person,373,498,485,717,0.572
15.767,473,car,444,407,765,552,0.487
15.767,473,person,206,549,334,712,0.452
15.8,474,truck,7,290,284,458,0.832
15.8,474,person,370,491,476,714,0.469
15.833,475,truck,9,290,280,460,0.84
15.833,475,person,362,483,471,713,0.495
15.833,475,person,40,489,171,709,0.485
15.867,476,truck,2,292,279,461,0.87
15.867,476,person,35,488,178,710,0.731
15.867,476,car,490,414,826,546,0.536
15.9,477,truck,3,289,272,460,0.923
15.9,477,car,477,411,818,549,0.713
15.9,477,person,48,488,175,707,0.596
15.933,478,truck,5,288,268,461,0.9
15.933,478,car,527,408,886,551,0.676
15.933,478,person,53,489,176,706,0.496
15.967,479,truck,1,288,268,462,0.949
15.967,479,car,537,408,892,553,0.79
15.967,479,person,38,482,171,707,0.749
15.967,479,person,179,497,327,712,0.421
16.0,480,truck,1,282,279,461,0.952
16.0,480,car,541,411,901,553,0.833
16.0,480,person,51,484,174,712,0.619
16.033,481,truck,1,288,265,461,0.928
16.033,481,car,560,412,899,552,0.809
16.033,481,person,66,486,178,707,0.519
16.067,482,truck,3,286,249,458,0.868
16.067,482,car,567,411,915,552,0.831
16.1,483,car,578,417,916,550,0.702
16.1,483,truck,12,277,232,457,0.674
16.133,484,car,589,413,919,551,0.788
16.133,484,truck,9,277,230,453,0.546
16.133,484,bus,5,277,230,455,0.442
16.167,485,truck,5,272,230,455,0.794
16.167,485,car,611,415,934,552,0.67
16.2,486,car,619,416,946,552,0.782
16.2,486,truck,7,269,220,456,0.487
16.2,486,person,71,482,193,713,0.423
16.2,486,person,1,499,70,714,0.421
16.2,486,bus,6,271,221,459,0.417
16.233,487,car,630,418,965,550,0.806
16.233,487,truck,4,267,214,462,0.583
16.233,487,person,74,482,189,714,0.561
16.233,487,person,5,494,72,714,0.41
16.267,488,car,619,418,966,553,0.77
16.267,488,truck,6,267,210,449,0.448
16.267,488,person,124,485,268,714,0.429
16.267,488,person,8,495,72,709,0.418
16.3,489,car,632,421,968,550,0.842
16.3,489,truck,6,266,206,455,0.533
16.3,489,person,11,493,75,708,0.429
16.333,490,car,637,421,969,550,0.823
16.333,490,person,747,507,863,717,0.419
16.333,490,person,882,503,1006,716,0.404
16.367,491,car,641,424,980,553,0.852
16.367,491,person,883,496,1009,718,0.613
16.367,491,truck,4,266,197,450,0.506
16.367,491,person,188,545,330,712,0.455
16.4,492,car,650,426,987,553,0.816
16.4,492,person,879,489,1012,719,0.66
16.4,492,person,176,550,327,710,0.536
16.4,492,truck,2,271,198,457,0.496
16.433,493,car,645,423,1003,550,0.846
16.433,493,truck,2,272,201,456,0.652
16.433,493,person,187,547,324,706,0.404
16.467,494,car,647,419,1007,551,0.807
16.467,494,truck,4,272,199,456,0.572
16.467,494,person,888,493,1018,719,0.417
16.467,494,person,341,487,411,627,0.407
16.5,495,car,652,422,1032,554,0.779
16.5,495,truck,4,267,196,459,0.575
16.5,495,person,902,496,1026,719,0.498
16.533,496,car,668,421,1033,554,0.677
16.533,496,truck,3,263,201,457,0.573
16.533,496,person,902,493,1025,718,0.411
16.567,497,car,666,418,1042,556,0.9
16.567,497,person,910,493,1027,720,0.445
16.567,497,truck,4,271,203,458,0.406
16.6,498,car,670,420,1045,555,0.857
16.6,498,person,909,503,1029,718,0.585
16.633,499,car,682,420,1054,558,0.951
16.633,499,person,919,504,1034,718,0.437
16.633,499,truck,0,274,205,459,0.422
16.667,500,car,692,424,1082,556,0.966
16.667,500,person,923,505,1040,716,0.417
16.667,500,truck,1,271,231,460,0.406
16.7,501,car,691,423,1086,557,0.936
16.733,502,car,679,420,1095,555,0.95
16.733,502,person,220,570,346,710,0.45
16.767,503,car,701,419,1115,564,0.951
16.767,503,person,216,564,349,712,0.472
